title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
before170,9.4,['Brittany King'],"['Brad Sanchez', 'Jessica Woods', 'Brittany King', 'Jocelyn Edwards', 'Jocelyn Edwards']","['Kyle Lynch', 'Robert Clark', 'Brad Sanchez', 'Brittany King', 'Brad Sanchez']",Feeling carry pay some use exist daughter.,"['Thriller', 'Mystery', 'Fantasy', 'Musical']",2012-07-02,"['Kuwait', 'Aruba', 'San Marino', 'Armenia', 'Seychelles']","['Shona', 'Oromo', 'Tahitian', 'Aragonese']","['Wernerhaven', 'North Michaelview']",Davis-Mason,504346,788356,77
relate460,6.9,"['Kyle Lynch', 'Robert Clark', 'Jessica Woods', 'Jessica Woods']","['Alan Pace', 'Stephanie Tucker', 'Jessica Woods']","['Kyle Lynch', 'Jessica Woods']",Amount later green seven.,"['Family', 'Documentary']",2001-03-04,"['Costa Rica', 'Svalbard & Jan Mayen Islands', 'Faroe Islands', 'Mali', 'Spain']","['Hausa', 'Latvian', 'Herero', 'Sichuan Yi', 'Swedish']","['Port Rose', 'Lake Denise', 'South Brianahaven']","Noble, Kane and Nelson",691956,966356,178
daughter544,2.0,"['Alan Pace', 'Alan Pace']",['Kyle Lynch'],['Timothy Williams'],Fly tough thought career reduce detail treat.,['War'],2021-01-10,"['Vietnam', 'Israel']","['Estonian', 'Oromo', 'Fulah', 'Kirghiz', 'Haitian']","['Owensland', 'Jeffreychester', 'Robertshire', 'Jeremystad', 'North Jose']",Allen-Perkins,108105,990464,159
sport896,4.2,"['Marisa Perkins', 'Jocelyn Edwards', 'Marisa Perkins', 'Jocelyn Edwards']","['Brad Sanchez', 'Brad Sanchez', 'Alan Pace']","['Stephanie Tucker', 'Robert Clark', 'Alan Pace', 'Alan Pace', 'Jessica Woods']",It against baby head health foot prevent.,"['Historical', 'Documentary']",1989-07-19,"['Saint Barthelemy', 'Spain', 'Saint Martin', 'Botswana']","['Sundanese', 'Uighur', 'Bulgarian', 'Kongo']","['Port Jeff', 'Humphreyview']","Burns, Lewis and Sandoval",380889,989004,119
money846,6.2,"['Brad Sanchez', 'Kyle Lynch', 'Marisa Perkins']","['Alan Pace', 'Robert Clark', 'Brad Sanchez']","['Jocelyn Edwards', 'Timothy Williams', 'Brad Sanchez', 'Jessica Woods', 'Brad Sanchez']",Couple peace management like can half against.,"['Animation', 'Drama', 'Superhero', 'Romance']",1987-01-03,['Vietnam'],['Faroese'],"['Lake Lisaside', 'Port Amanda', 'East Jacobberg', 'West Austin']",Gibson-Hunt,430985,250795,153
professor283,2.2,"['Kyle Lynch', 'Brad Sanchez']","['Timothy Williams', 'Marisa Perkins', 'Brad Sanchez']","['Timothy Williams', 'Brittany King', 'Stephanie Tucker', 'Jocelyn Edwards']",Analysis gun decade forward.,"['Historical', 'Comedy', 'Biographical']",2018-09-22,"['Mauritius', 'Albania', 'Romania', 'Iran']","['Georgian', 'Aragonese', 'Luxembourgish', 'Ewe', 'Thai']",['Lake Gabriella'],"Anderson, Barber and Howard",391323,412508,163
American568,9.5,"['Stephanie Tucker', 'Timothy Williams']","['Stephanie Tucker', 'Kyle Lynch', 'Jessica Woods']","['Jessica Woods', 'Robert Clark', 'Brittany King', 'Alan Pace', 'Marisa Perkins']",Shoulder article reveal quickly.,"['Historical', 'Action']",2014-10-20,['Paraguay'],"['Albanian', 'Lingala', 'Tamil']","['East Juanton', 'Blakeborough', 'North Bradleymouth', 'Shahville']",Parker-Brooks,979873,959008,76
join914,8.1,"['Alan Pace', 'Jocelyn Edwards', 'Robert Clark', 'Timothy Williams', 'Kyle Lynch']","['Brad Sanchez', 'Timothy Williams']","['Alan Pace', 'Brittany King', 'Marisa Perkins', 'Timothy Williams']",Young available assume inside responsibility.,"['Crime', 'Musical', 'Horror', 'Animation', 'Sport']",2019-03-15,"['Ghana', 'Belize', 'Singapore', 'Mozambique', 'Egypt']",['Norwegian'],"['South Hannahstad', 'Curryside', 'Lake Ericaside', 'Petersonmouth']","Craig, Hart and Nguyen",351242,809942,156
win360,1.2,"['Timothy Williams', 'Marisa Perkins']","['Jocelyn Edwards', 'Kyle Lynch', 'Alan Pace', 'Brittany King', 'Robert Clark']","['Kyle Lynch', 'Robert Clark', 'Timothy Williams', 'Jessica Woods']",Democratic direction tax skill factor yet mention.,"['Science Fiction (Sci-Fi)', 'Horror', 'War', 'Drama', 'Sport']",2013-08-31,"['Taiwan', 'New Zealand', ""Lao People's Democratic Republic""]","['Belarusian', 'Italian', 'Basque', 'Turkmen']","['Sandramouth', 'Lisaborough', 'Maynardview', 'Greenbury', 'Guerraport']","White, Rice and Jackson",619439,124114,155
available431,4.9,['Stephanie Tucker'],"['Brad Sanchez', 'Brittany King', 'Timothy Williams', 'Brad Sanchez']","['Alan Pace', 'Jocelyn Edwards', 'Marisa Perkins', 'Brad Sanchez']",Represent again already spring talk.,"['Family', 'Science Fiction (Sci-Fi)']",1989-01-11,"['Eritrea', 'Azerbaijan', 'Barbados', 'Bouvet Island (Bouvetoya)', 'Senegal']","['Avaric', 'Ojibwa', 'Tahitian', 'Cornish']",['East Jessicaton'],George-Hunter,698882,605619,145
best464,5.5,"['Kyle Lynch', 'Stephanie Tucker', 'Brittany King']","['Alan Pace', 'Jocelyn Edwards', 'Jocelyn Edwards', 'Stephanie Tucker', 'Jocelyn Edwards']","['Brad Sanchez', 'Kyle Lynch']",Purpose live option everything go.,"['Science Fiction (Sci-Fi)', 'Western', 'Documentary', 'Musical', 'Comedy']",2009-06-22,['Kuwait'],"['Slovak', 'Telugu', 'Croatian', 'Shona']","['Johnsonview', 'North Zacharyfurt', 'New Anne', 'Baileyhaven']",Aguilar and Sons,969786,632837,118
hour431,2.4,['Marisa Perkins'],['Stephanie Tucker'],"['Marisa Perkins', 'Brad Sanchez', 'Timothy Williams', 'Robert Clark']",Woman activity site west.,"['Romance', 'Documentary']",2014-03-12,['Palau'],"['North Ndebele', 'Kazakh', 'Croatian']","['Wallchester', 'Melindastad']",Wood-Mitchell,518790,813073,162
institution104,9.4,"['Stephanie Tucker', 'Robert Clark', 'Stephanie Tucker']","['Alan Pace', 'Alan Pace', 'Brad Sanchez', 'Brittany King', 'Stephanie Tucker']","['Kyle Lynch', 'Stephanie Tucker', 'Stephanie Tucker', 'Jessica Woods']",Happen building evidence expert walk scene suddenly.,"['Historical', 'Adventure']",2022-09-19,"['Singapore', 'Burkina Faso', 'Niue', 'Indonesia', 'Bolivia']","['Malay', 'Aragonese', 'Japanese', 'Kongo']","['Youngmouth', 'Port Antonio', 'Mariaborough', 'Youngview']",Thompson and Sons,536215,421205,131
phone261,3.3,['Brittany King'],['Brittany King'],"['Jocelyn Edwards', 'Timothy Williams', 'Stephanie Tucker', 'Alan Pace']",Unit feeling within rich.,"['Documentary', 'Family', 'Family', 'Superhero', 'Thriller']",2009-10-11,['China'],"['Croatian', 'English', 'English']",['Chasebury'],Pena Ltd,949511,314293,114
loss466,7.8,"['Brad Sanchez', 'Marisa Perkins']","['Jocelyn Edwards', 'Brad Sanchez', 'Timothy Williams', 'Kyle Lynch', 'Brittany King']","['Timothy Williams', 'Jessica Woods', 'Jessica Woods', 'Brittany King', 'Robert Clark']",Reason economy firm responsibility pattern trouble.,"['Romance', 'Romance']",2014-10-17,['Guinea-Bissau'],"['Uzbek', 'Swahili', 'Amharic', 'Herero', 'Kuanyama']","['South Donnashire', 'Burnettside']",Brown-Green,259151,946369,173
recently317,9.1,['Jocelyn Edwards'],"['Stephanie Tucker', 'Kyle Lynch', 'Jessica Woods', 'Alan Pace']","['Jocelyn Edwards', 'Timothy Williams']",Others off from bring.,"['War', 'Biographical']",2018-12-31,"['Sao Tome and Principe', ""Lao People's Democratic Republic"", ""Lao People's Democratic Republic"", 'Bulgaria']","['Oromo', 'Turkish', 'Urdu']","['West Derek', 'North Amanda', 'North William', 'Port Joanna', 'Jerryton']","Grimes, Griffin and Hernandez",309124,811583,129
we197,1.4,['Jocelyn Edwards'],"['Jocelyn Edwards', 'Robert Clark', 'Jessica Woods']","['Marisa Perkins', 'Kyle Lynch', 'Kyle Lynch', 'Kyle Lynch']",News check draw personal.,"['Family', 'Thriller']",1976-02-22,"['Papua New Guinea', 'Suriname', 'Grenada', ""Cote d'Ivoire""]","['Estonian', 'Kashmiri', 'Church Slavic', 'Kuanyama', 'Walloon']","['Robertston', 'Foxstad', 'Aguirreburgh', 'Liutown', 'Michealport']","Davidson, Gutierrez and Duffy",807680,473789,133
partner482,8.8,"['Timothy Williams', 'Stephanie Tucker', 'Robert Clark']","['Stephanie Tucker', 'Jocelyn Edwards']","['Marisa Perkins', 'Stephanie Tucker', 'Kyle Lynch', 'Marisa Perkins']",Explain me her parent.,"['Musical', 'Musical']",1985-09-01,"['Lithuania', 'Kuwait', 'Belize', 'Eritrea']","['Twi', 'Sardinian']","['Gomezborough', 'Buchananmouth', 'Port Briantown', 'Jacobfort', 'Davidchester']","Williams, Smith and Robinson",727433,689362,121
condition251,7.0,['Brittany King'],['Brad Sanchez'],"['Marisa Perkins', 'Marisa Perkins', 'Stephanie Tucker']",Because up program positive information.,['Family'],1987-09-20,"['Morocco', 'Guam']",['Shona'],['Ashleyside'],Newman Inc,947272,792352,116
hand250,3.8,"['Jocelyn Edwards', 'Jocelyn Edwards', 'Marisa Perkins', 'Jessica Woods']",['Jocelyn Edwards'],"['Timothy Williams', 'Stephanie Tucker', 'Kyle Lynch', 'Robert Clark', 'Alan Pace']",Suffer word suffer imagine teacher foreign nature.,"['Historical', 'Adventure']",2009-08-04,"['Panama', 'Fiji']","['Korean', 'North Ndebele', 'Lingala', 'Kashmiri']","['Jacksonstad', 'Travisburgh', 'Melissashire', 'Lake Teresaview', 'Stevenfort']",Robles LLC,678700,121046,114
above223,6.3,"['Robert Clark', 'Timothy Williams', 'Alan Pace']","['Jessica Woods', 'Jessica Woods', 'Robert Clark', 'Jessica Woods']","['Robert Clark', 'Robert Clark', 'Jocelyn Edwards']",Present cover say something sea not themselves.,['Romance'],2009-07-08,"['Cocos (Keeling) Islands', 'Seychelles', 'Marshall Islands', 'French Polynesia', 'Thailand']","['Sango', 'Herero']","['North Tina', 'Joybury', 'Denisemouth', 'Wilsonborough']",Gordon-Carney,713388,667987,128
central759,2.1,['Brittany King'],"['Timothy Williams', 'Jocelyn Edwards']","['Jocelyn Edwards', 'Stephanie Tucker', 'Timothy Williams', 'Jessica Woods']",Four news market.,['Biographical'],1987-12-31,['Senegal'],"['South Ndebele', 'Kikuyu', 'English', 'Malay', 'Hindi']","['Riverahaven', 'Staceyfurt', 'West Maryville']",Rowe Group,956090,958541,65
bad161,2.6,"['Jessica Woods', 'Jessica Woods', 'Marisa Perkins', 'Timothy Williams', 'Alan Pace']","['Robert Clark', 'Marisa Perkins', 'Timothy Williams']",['Brittany King'],One strong consider point evening player.,"['Animation', 'Biographical', 'Documentary']",2014-02-06,['Czech Republic'],"['Uighur', 'Hindi', 'Slovak', 'Walloon', 'Icelandic']","['New Nicholasview', 'Ashleyville', 'Stephaniestad', 'Murphytown']","Shea, Martinez and Douglas",967713,442947,63
sometimes944,0.2,"['Kyle Lynch', 'Jocelyn Edwards', 'Brittany King']","['Marisa Perkins', 'Marisa Perkins']","['Alan Pace', 'Jessica Woods', 'Marisa Perkins']",Program since also crime help.,"['Romance', 'Animation', 'Science Fiction (Sci-Fi)', 'Mystery']",1999-03-24,"['Kazakhstan', 'Afghanistan', 'Thailand', 'Costa Rica', 'Saint Vincent and the Grenadines']","['Kalaallisut', 'Maltese', 'Luxembourgish', 'Occitan', 'Interlingue']","['South Benjaminton', 'Port Andrewshire', 'Danielborough', 'West Mckenzie']",Hester LLC,220046,561680,163
whom217,9.2,"['Stephanie Tucker', 'Stephanie Tucker', 'Jessica Woods', 'Brad Sanchez', 'Brittany King']","['Brittany King', 'Jessica Woods', 'Robert Clark', 'Jessica Woods']","['Marisa Perkins', 'Kyle Lynch', 'Jessica Woods', 'Stephanie Tucker', 'Jocelyn Edwards']",Heavy serve section whole wrong since.,"['Animation', 'Thriller', 'Adventure', 'Mystery']",2018-07-26,"[""Lao People's Democratic Republic"", 'Pitcairn Islands', 'Kuwait', 'Holy See (Vatican City State)']",['Hiri Motu'],"['Lake April', 'Lake Deniseville', 'New Nicolehaven']",Simmons Inc,697826,675323,68
work378,5.1,"['Kyle Lynch', 'Robert Clark', 'Brad Sanchez', 'Marisa Perkins', 'Alan Pace']",['Stephanie Tucker'],"['Robert Clark', 'Jessica Woods', 'Robert Clark', 'Marisa Perkins', 'Stephanie Tucker']",Possible activity teacher condition.,"['Crime', 'Family', 'Fantasy']",1983-09-14,['Burundi'],"['Norwegian', 'Guarani', 'Central Khmer']","['Crystalton', 'Boydshire', 'West Deantown', 'South Lori']","Holmes, Stein and Patterson",788685,850065,152
true733,4.9,"['Marisa Perkins', 'Brad Sanchez', 'Jessica Woods', 'Kyle Lynch', 'Alan Pace']","['Stephanie Tucker', 'Marisa Perkins', 'Stephanie Tucker']",['Marisa Perkins'],Pm term process music budget.,['Sport'],2012-02-02,"['United States Virgin Islands', 'Falkland Islands (Malvinas)', 'Seychelles', 'Netherlands Antilles']","['Swahili', 'Bengali', 'Somali']","['Port Jeffreymouth', 'Port Dana', 'Shafferberg']",Garrett Group,585904,136458,177
recently813,4.2,['Marisa Perkins'],"['Alan Pace', 'Marisa Perkins', 'Jessica Woods', 'Jocelyn Edwards']","['Jocelyn Edwards', 'Robert Clark', 'Robert Clark', 'Brad Sanchez']",Trouble cost little measure high.,"['Documentary', 'Horror', 'Historical']",1990-07-01,['Tanzania'],"['Swati', 'Tibetan', 'Afar']","['South Matthew', 'East Linda', 'East Kelsey', 'Port Albert', 'Lake Brian']","Hill, Baker and Flores",315300,647634,129
interest49,1.8,"['Robert Clark', 'Marisa Perkins']","['Jocelyn Edwards', 'Jessica Woods']","['Brad Sanchez', 'Jessica Woods']",Suggest me interview those employee.,"['Science Fiction (Sci-Fi)', 'Action', 'Family', 'Fantasy']",2023-07-25,"['Oman', 'Wallis and Futuna']","['Kongo', 'Tatar', 'Bosnian', 'Malagasy']",['East Reginald'],Duke Inc,774637,898491,137
like552,6.1,"['Timothy Williams', 'Stephanie Tucker']","['Timothy Williams', 'Brad Sanchez', 'Brad Sanchez', 'Brittany King', 'Brad Sanchez']","['Timothy Williams', 'Brittany King', 'Brittany King', 'Kyle Lynch']",Exist you must break possible town.,"['Biographical', 'Crime', 'War', 'Comedy', 'Musical']",2023-01-10,"['Luxembourg', 'Slovakia (Slovak Republic)', 'Cayman Islands', 'Saint Kitts and Nevis', 'Papua New Guinea']","['Chichewa', 'Shona', 'Assamese', 'Panjabi']","['Port Hannah', 'Williamfurt', 'New Jason', 'South Susan', 'Millsburgh']",Lozano-Jones,168016,694610,156
sort466,9.8,"['Kyle Lynch', 'Brittany King', 'Timothy Williams']",['Marisa Perkins'],"['Jocelyn Edwards', 'Marisa Perkins']",Board fact everyone glass affect walk.,"['Horror', 'Western', 'Superhero', 'Horror', 'Biographical']",1999-05-03,"['Hungary', 'British Virgin Islands', 'Jordan', 'Libyan Arab Jamahiriya']","['Slovenian', 'Belarusian', 'Uighur', 'Tonga', 'Venda']","['New Lisa', 'Port Wayne', 'Colemanfurt', 'Sarahport']",Rios Ltd,629949,255993,68
glass323,9.7,"['Robert Clark', 'Robert Clark', 'Marisa Perkins', 'Brittany King', 'Timothy Williams']",['Alan Pace'],['Jocelyn Edwards'],Try view baby society air.,['Superhero'],2020-04-21,"['North Macedonia', 'Nepal', ""Lao People's Democratic Republic"", 'Korea', 'Portugal']","['Pushto', 'Central Khmer']","['Laurenfort', 'Port Karen', 'North Cindyport']",Brown Ltd,489490,438402,169
reveal417,1.5,"['Robert Clark', 'Stephanie Tucker']","['Jessica Woods', 'Brittany King', 'Brad Sanchez', 'Stephanie Tucker']",['Alan Pace'],Relationship past Mrs sit.,"['Superhero', 'Thriller', 'Musical', 'Superhero']",1971-01-19,"['Sri Lanka', 'Oman', 'Nepal']",['Faroese'],"['West Christopher', 'Audreyburgh', 'West Joseburgh']",Owens PLC,577230,296661,149
yourself808,4.1,"['Stephanie Tucker', 'Robert Clark', 'Jessica Woods', 'Robert Clark']","['Robert Clark', 'Jocelyn Edwards', 'Brad Sanchez', 'Brad Sanchez', 'Brittany King']","['Marisa Perkins', 'Marisa Perkins', 'Marisa Perkins', 'Marisa Perkins', 'Brittany King']",Hand new along Congress.,['Crime'],2021-06-19,"['Netherlands', 'Philippines', 'Philippines']","['Sardinian', 'Kazakh', 'Arabic', 'Tahitian', 'Shona']","['East Brianborough', 'Kingview', 'Cookbury', 'Emilyview', 'West Phillip']",Best LLC,614052,760754,92
apply751,3.6,['Robert Clark'],"['Timothy Williams', 'Jessica Woods', 'Brad Sanchez', 'Jessica Woods']","['Jocelyn Edwards', 'Robert Clark']",Unit single against important.,"['Crime', 'Western']",1992-11-26,"['Cayman Islands', 'Myanmar', 'Jordan']","['Indonesian', 'Tajik']",['Walkerburgh'],Morrow Group,455365,814525,92
stock299,6.0,"['Alan Pace', 'Marisa Perkins', 'Robert Clark', 'Timothy Williams']",['Stephanie Tucker'],"['Timothy Williams', 'Brittany King']",Bad that lay carry experience everything.,"['Adventure', 'Action', 'Romance']",1982-07-18,['Libyan Arab Jamahiriya'],"['Tsonga', 'Samoan']","['Bartonmouth', 'Chadberg']",Jennings and Sons,196499,446834,70
education836,4.6,"['Marisa Perkins', 'Brad Sanchez']","['Marisa Perkins', 'Brad Sanchez', 'Stephanie Tucker', 'Brittany King', 'Stephanie Tucker']",['Stephanie Tucker'],Check stock other home system top apply.,"['Drama', 'Family', 'Animation', 'Animation', 'Crime']",1998-03-03,['Dominican Republic'],"['Hebrew', 'Romanian', 'Xhosa', 'Bambara', 'Lao']",['North Leahland'],"Thompson, Hammond and Petty",719782,707024,140
war329,3.3,['Brad Sanchez'],"['Timothy Williams', 'Stephanie Tucker', 'Jessica Woods']",['Jessica Woods'],Admit there stop fall picture spring student.,['Thriller'],2003-10-16,"['Belarus', 'Bangladesh', 'Seychelles', 'Haiti', 'United States Minor Outlying Islands']","['Kurdish', 'Basque']","['New Lauratown', 'New Timothy', 'Howardside', 'Jacquelinetown']",Davis Ltd,964226,958434,149
adult691,6.1,"['Jocelyn Edwards', 'Robert Clark', 'Brad Sanchez', 'Jocelyn Edwards']",['Robert Clark'],"['Jocelyn Edwards', 'Robert Clark', 'Jocelyn Edwards', 'Brad Sanchez', 'Kyle Lynch']",Peace nation education quality.,"['Family', 'Comedy']",2007-06-12,"['Martinique', 'New Zealand', 'British Indian Ocean Territory (Chagos Archipelago)', 'Bolivia']","['Fulah', 'Lao', 'Fijian', 'English', 'Kikuyu']","['Orozcoview', 'Davidberg', 'Martinland']","Horton, Diaz and Moore",439892,941832,176
school61,4.7,"['Jocelyn Edwards', 'Brittany King', 'Jocelyn Edwards']",['Brad Sanchez'],"['Jessica Woods', 'Robert Clark']",Large put strategy management both government prepare color.,"['Horror', 'Science Fiction (Sci-Fi)']",2018-07-08,"[""Lao People's Democratic Republic"", 'Fiji', 'Botswana', 'Georgia']","['Chechen', 'Kanuri']",['South Thomas'],"Rodriguez, Robinson and Davis",638966,535173,105
name439,0.7,['Jessica Woods'],"['Stephanie Tucker', 'Alan Pace']","['Brad Sanchez', 'Robert Clark', 'Marisa Perkins', 'Jocelyn Edwards']",They almost stay discuss movement direction case.,['Historical'],2020-01-12,['Solomon Islands'],"['English', 'Divehi', 'Tajik', 'Kuanyama', 'Spanish']","['Johnsonside', 'Boyerville', 'Robertburgh', 'Samuelport', 'Watsonbury']",Freeman-Bautista,254353,610810,68
special599,7.1,['Kyle Lynch'],"['Jocelyn Edwards', 'Jessica Woods', 'Brittany King']","['Kyle Lynch', 'Stephanie Tucker', 'Alan Pace', 'Jessica Woods', 'Brittany King']",Check door occur lead.,"['Western', 'War', 'Comedy', 'Horror', 'Comedy']",1970-10-25,"['Taiwan', 'Yemen', 'Cuba', 'Malta']","['Kirghiz', 'Swahili', 'Haitian']","['East William', 'Josephmouth', 'Flemingville', 'New Julieville', 'Kimberlymouth']",Weiss-Mercer,923908,529851,163
