title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
program650,0.7,"['Linda Moore', 'Linda Moore', 'Hailey Hill']","['Hailey Hill', 'Hailey Hill', 'Jacob Mccoy']",['Linda Moore'],Customer month simply back second cost smile appear.,['Sport'],1990-10-18,['Lesotho'],"['Sundanese', 'Afrikaans', 'Luba-Katanga']","['Lake Gwendolynview', 'Davidtown', 'Jefferyshire', 'West Tyler']","Cain, Hicks and Mclaughlin",675369,455959,03:02:36
pretty37,4.4,"['Jacob Mccoy', 'Lauren Ryan', 'Lauren Ryan', 'Hailey Hill', 'Steven Butler']","['Lauren Ryan', 'Vicki Acosta']","['Steven Butler', 'Jacob Mccoy', 'Lauren Ryan', 'Lauren Johnson']",Car her camera item week.,"['Superhero', 'War', 'Comedy', 'Adventure', 'Fantasy']",2005-03-22,"['Andorra', 'Tuvalu', 'San Marino']","['Norwegian', 'Urdu', 'Guarani', 'Fulah', 'Cornish']","['East Baileyview', 'Weberport', 'South Samanthaland', 'New Cheryl', 'Andersonton']",Hall-Huang,921213,377374,01:52:56
develop753,7.1,['Steven Butler'],"['Lauren Johnson', 'Lauren Johnson', 'Wayne Miller', 'Steven Butler', 'Wayne Miller']","['Vicki Acosta', 'Lauren Ryan', 'Donald Martinez', 'Steven Butler', 'Jacob Mccoy']",Summer big short beat.,"['Mystery', 'Thriller', 'Mystery']",2017-04-14,"['Romania', 'Svalbard & Jan Mayen Islands']","['Chinese', 'Faroese', 'Inuktitut']",['Lake Christinatown'],"Humphrey, Graham and Collins",697578,805667,02:10:58
image607,4.0,"['Vicki Acosta', 'Lauren Ryan', 'Steven Butler', 'Jacob Mccoy']","['Hailey Hill', 'Lauren Ryan', 'Hailey Hill', 'Lauren Johnson', 'Hailey Hill']","['Wayne Miller', 'Christopher Adkins']",Central including card newspaper job after them.,"['Musical', 'Historical']",2023-08-24,"['Kuwait', 'Libyan Arab Jamahiriya', 'Wallis and Futuna', 'Moldova']","['Turkmen', 'Georgian', 'Ido', 'Ojibwa']","['New Jimmy', 'West John', 'North Bernardborough']","Bailey, Navarro and Price",696551,455084,01:25:36
positive409,1.7,"['Lauren Ryan', 'Lauren Ryan', 'Linda Moore', 'Lauren Ryan']","['Hailey Hill', 'Hailey Hill', 'Linda Moore']","['Jacob Mccoy', 'Linda Moore', 'Hailey Hill', 'Jacob Mccoy']",Price these feeling thing rate stand part.,"['Western', 'Thriller', 'Documentary']",2015-02-12,"['United States Minor Outlying Islands', 'Chad', 'Egypt', 'Bouvet Island (Bouvetoya)', 'Congo']",['Italian'],"['Port Joshua', 'Kingville', 'Amandaburgh', 'West Jeffreyfurt']",Burns Ltd,990714,410896,02:59:33
dream535,1.3,"['Steven Butler', 'Lauren Ryan', 'Lauren Johnson', 'Lauren Ryan', 'Lauren Ryan']",['Donald Martinez'],"['Jacob Mccoy', 'Christopher Adkins']",Science important project.,"['Crime', 'Horror']",1971-06-26,"['Philippines', 'Cook Islands', 'Mauritania']",['Sundanese'],"['North Sara', 'Lake Julieberg', 'Kimberlyville', 'New Natalie', 'East Anthonyberg']","Johnson, Washington and Sanders",331384,854652,02:54:42
south99,4.7,"['Vicki Acosta', 'Linda Moore', 'Jacob Mccoy']","['Wayne Miller', 'Donald Martinez']",['Lauren Ryan'],Inside chance wall control.,"['Thriller', 'Biographical']",1970-07-07,['Comoros'],"['Rundi', 'Tatar', 'Afar']","['New Jennifer', 'Port Steven']","Nguyen, Ruiz and Walsh",821477,661070,00:08:55
involve294,2.3,['Lauren Johnson'],"['Jacob Mccoy', 'Steven Butler', 'Vicki Acosta', 'Jacob Mccoy', 'Jacob Mccoy']",['Christopher Adkins'],Name must impact.,"['Thriller', 'Fantasy', 'Drama', 'Historical']",1987-08-01,"['Nauru', 'Uruguay', 'China', 'Gabon', 'Tonga']","['Akan', 'Wolof', 'Sanskrit']","['South Jeffreyside', 'North Jeffreyfurt']",Russo-Smith,556218,319427,00:58:43
any355,6.3,['Steven Butler'],"['Lauren Johnson', 'Lauren Johnson', 'Lauren Ryan', 'Linda Moore']",['Lauren Johnson'],Behind debate blue successful hear why new.,"['Drama', 'Historical', 'Horror', 'Crime']",1983-02-01,"['French Polynesia', 'Lithuania', 'Lesotho']","['Indonesian', 'Luba-Katanga']",['Adkinsmouth'],Alvarez Ltd,251310,448787,03:43:19
both264,0.5,"['Vicki Acosta', 'Hailey Hill', 'Lauren Ryan']","['Wayne Miller', 'Vicki Acosta', 'Lauren Johnson', 'Jacob Mccoy']",['Steven Butler'],Guess investment drop.,"['Science Fiction (Sci-Fi)', 'Family']",1991-07-24,['United Kingdom'],"['Interlingua', 'Chinese', 'Serbian', 'Finnish', 'Guarani']","['North Daniel', 'Thompsonmouth', 'South Amyborough', 'Weaverton', 'Kevinborough']","Yates, Adams and Taylor",595151,264703,02:26:06
probably396,9.6,"['Hailey Hill', 'Lauren Ryan', 'Hailey Hill', 'Jacob Mccoy']","['Linda Moore', 'Lauren Ryan', 'Lauren Johnson', 'Christopher Adkins', 'Vicki Acosta']","['Jacob Mccoy', 'Hailey Hill', 'Steven Butler', 'Lauren Johnson', 'Wayne Miller']",Two threat rich treat score.,"['Family', 'Thriller', 'Documentary', 'Animation']",2019-05-15,"['Namibia', 'Lebanon', 'Korea', 'Micronesia']","['Hausa', 'Ojibwa', 'Hiri Motu']","['North Reginald', 'West Robert', 'Gonzalezton', 'Bettystad', 'Pamelamouth']",Jordan LLC,926541,976193,03:27:28
rule360,7.9,"['Christopher Adkins', 'Steven Butler', 'Vicki Acosta']",['Steven Butler'],"['Hailey Hill', 'Jacob Mccoy', 'Hailey Hill']",Thus reason need TV community design college.,"['Adventure', 'Biographical']",2010-04-23,['Tonga'],"['Danish', 'Belarusian', 'Romansh', 'Hungarian']",['Simmonsville'],Campos-Strickland,793142,201828,00:00:05
personal764,0.6,"['Wayne Miller', 'Steven Butler', 'Steven Butler']",['Hailey Hill'],"['Jacob Mccoy', 'Lauren Ryan', 'Wayne Miller', 'Lauren Ryan']",Certain resource source marriage put however partner.,"['Historical', 'Mystery', 'Adventure', 'Superhero']",1970-04-10,"['Tuvalu', 'Guatemala', 'Algeria', 'Nauru']","['Northern Sami', 'Chuvash', 'Sardinian', 'Marathi', 'Tonga']","['Port Lindashire', 'Clarkland', 'Cruzstad', 'New Waltermouth']",French-Lambert,468996,992059,02:06:29
decide523,1.3,"['Lauren Ryan', 'Wayne Miller', 'Hailey Hill']","['Donald Martinez', 'Linda Moore', 'Hailey Hill']","['Donald Martinez', 'Wayne Miller', 'Jacob Mccoy']",Hold reflect better behind doctor ok.,"['Documentary', 'Romance', 'Romance']",2021-05-02,"['Venezuela', 'Bermuda', 'Somalia']","['Ossetian', 'Ossetian', 'Maori', 'Sundanese']","['Lake Amy', 'Bryanstad']",Gray-Bell,590633,202920,00:22:02
because709,5.2,"['Vicki Acosta', 'Steven Butler', 'Linda Moore', 'Lauren Johnson', 'Vicki Acosta']","['Vicki Acosta', 'Donald Martinez', 'Vicki Acosta', 'Lauren Johnson']","['Lauren Ryan', 'Hailey Hill']",Color audience there more defense energy.,['War'],2016-11-17,"['Angola', 'Morocco']","['Breton', 'Serbian', 'Slovenian', 'Kalaallisut', 'Thai']","['South Johnfort', 'West Samanthaborough', 'Collinsview', 'Port Tylermouth']",Love-Morris,612796,880685,03:03:45
staff948,2.8,['Donald Martinez'],"['Wayne Miller', 'Linda Moore', 'Hailey Hill', 'Hailey Hill', 'Vicki Acosta']","['Lauren Johnson', 'Vicki Acosta', 'Steven Butler']",Voice church bad.,"['Drama', 'Superhero']",2016-01-14,"['Sierra Leone', 'Guernsey', 'Lithuania', 'San Marino', 'Mexico']",['Rundi'],['North Jeffreymouth'],"Daniel, Oneill and Duffy",263701,533188,01:45:55
blood268,0.8,"['Lauren Ryan', 'Linda Moore']",['Linda Moore'],['Linda Moore'],Tax tax first house sea.,"['Romance', 'Fantasy', 'Fantasy', 'Drama', 'Historical']",1981-11-26,"['Seychelles', 'Nauru', 'Cameroon']","['Maltese', 'Bulgarian', 'Sanskrit', 'Ndonga', 'Japanese']","['Larsenbury', 'Adamschester', 'Andersonchester']",Martin and Sons,770364,414011,02:47:22
example223,1.6,['Donald Martinez'],"['Donald Martinez', 'Lauren Johnson']","['Jacob Mccoy', 'Wayne Miller', 'Linda Moore']",Story event century rock hard myself drug year.,['Superhero'],2002-01-11,"['Ukraine', 'Botswana']",['Nepali'],"['South Sarahmouth', 'South Troyhaven', 'Angelicaland']","Montgomery, Johnson and Blackwell",396973,181111,01:45:16
fear547,6.0,"['Linda Moore', 'Steven Butler', 'Linda Moore', 'Wayne Miller']","['Linda Moore', 'Wayne Miller']",['Linda Moore'],Red else off in.,"['Crime', 'Fantasy', 'Crime', 'Biographical']",1976-12-10,"['Ukraine', 'Libyan Arab Jamahiriya', 'Guernsey']","['Turkish', 'Danish', 'Dutch']",['Orozcostad'],Smith-Mayer,871195,288941,03:55:20
push34,9.9,"['Hailey Hill', 'Lauren Johnson', 'Hailey Hill']","['Jacob Mccoy', 'Lauren Johnson', 'Lauren Johnson', 'Linda Moore', 'Lauren Johnson']","['Linda Moore', 'Vicki Acosta']",Group statement represent.,"['Science Fiction (Sci-Fi)', 'Biographical', 'Mystery', 'Biographical', 'Mystery']",2015-04-02,['Burkina Faso'],"['South Ndebele', 'Portuguese', 'Quechua']","['Port Jeffery', 'South Ryan', 'North Tina', 'Marshallville']","Castillo, Dixon and Keller",350648,218425,00:39:29
sea217,3.9,"['Jacob Mccoy', 'Wayne Miller']","['Lauren Ryan', 'Linda Moore']","['Christopher Adkins', 'Donald Martinez', 'Hailey Hill']",After could understand drop.,"['Mystery', 'Western']",1989-09-01,"['Mongolia', 'Haiti', 'Fiji', 'Eritrea']","['English', 'Inupiaq']","['Mariabury', 'Hoodview', 'Lewisborough', 'East Emily', 'East Carrieton']","Ayala, Landry and Bailey",724858,317771,00:08:08
couple818,1.2,"['Wayne Miller', 'Wayne Miller', 'Hailey Hill', 'Lauren Johnson']","['Vicki Acosta', 'Hailey Hill', 'Donald Martinez']","['Linda Moore', 'Linda Moore', 'Christopher Adkins']",Win few hard general.,['Biographical'],1997-11-20,"['Libyan Arab Jamahiriya', 'Mauritius', 'Cayman Islands', 'Macao', 'Macao']","['Czech', 'Hiri Motu', 'Sardinian']","['Lake Donnamouth', 'Brianville', 'North Nancy']",Jackson LLC,792595,945802,02:09:30
meeting367,1.8,"['Steven Butler', 'Linda Moore', 'Linda Moore']","['Donald Martinez', 'Wayne Miller', 'Lauren Ryan', 'Vicki Acosta', 'Donald Martinez']","['Lauren Ryan', 'Hailey Hill', 'Lauren Ryan', 'Hailey Hill', 'Linda Moore']",Prevent instead work step ability forget quality grow.,"['Romance', 'War', 'Superhero', 'Western']",1988-06-04,"['Monaco', 'Qatar', 'French Polynesia', 'Bermuda']","['Kinyarwanda', 'Tswana']","['Hickmanville', 'Karenview', 'Keithfurt']","Tran, Smith and Smith",764676,211173,03:39:45
another422,6.5,"['Steven Butler', 'Wayne Miller']","['Linda Moore', 'Lauren Johnson']",['Hailey Hill'],Bad ago system take believe own end.,"['Historical', 'Horror']",1991-05-19,"['Samoa', 'Vanuatu', 'Antigua and Barbuda', 'Pakistan']","['Xhosa', 'Gujarati']","['South Justin', 'West Johnville']","Davis, Ramirez and Mullins",901719,913693,01:47:51
pull982,3.1,"['Lauren Ryan', 'Steven Butler', 'Lauren Ryan', 'Lauren Johnson']","['Hailey Hill', 'Jacob Mccoy', 'Lauren Ryan', 'Linda Moore']","['Donald Martinez', 'Linda Moore', 'Lauren Ryan']",Gun environmental strong exist Congress of claim.,"['Western', 'Horror', 'Action', 'Thriller']",2015-08-16,"['Korea', 'Papua New Guinea', 'Mauritius', 'Zimbabwe']","['Marshallese', 'Quechua', 'Aragonese']",['South Christine'],Patton Inc,610212,886135,03:07:38
establish736,5.6,"['Steven Butler', 'Wayne Miller', 'Hailey Hill', 'Hailey Hill', 'Vicki Acosta']","['Hailey Hill', 'Christopher Adkins']","['Wayne Miller', 'Lauren Johnson', 'Christopher Adkins', 'Steven Butler', 'Lauren Johnson']",Respond lawyer situation baby win finally.,"['Action', 'Science Fiction (Sci-Fi)']",1978-03-25,"['Moldova', 'Bahrain']","['Swahili', 'Bihari languages', 'Tajik']",['Stevenshire'],"Haynes, Green and Ferrell",853537,561514,03:47:56
know701,8.2,['Donald Martinez'],"['Steven Butler', 'Wayne Miller', 'Lauren Ryan']","['Vicki Acosta', 'Lauren Ryan', 'Vicki Acosta', 'Linda Moore', 'Steven Butler']",Continue Mr economic picture stay science stop.,"['Comedy', 'Crime', 'Sport', 'Musical', 'Drama']",1975-12-29,"['San Marino', 'Zimbabwe', 'Palau']","['Bislama', 'Korean']","['South Anitaborough', 'Morrisberg']",Becker-Graham,270048,994798,01:32:46
least103,9.8,"['Jacob Mccoy', 'Wayne Miller', 'Donald Martinez']","['Jacob Mccoy', 'Lauren Johnson', 'Vicki Acosta']","['Jacob Mccoy', 'Linda Moore', 'Hailey Hill', 'Steven Butler', 'Wayne Miller']",Citizen manage woman spend perform then discussion.,"['Adventure', 'Musical', 'Crime']",2008-12-22,"['Uzbekistan', 'Madagascar']","['Panjabi', 'Samoan']","['Joyborough', 'Coopershire', 'East Peggystad']","Maxwell, Houston and Clark",542970,959163,01:15:57
campaign743,0.5,"['Steven Butler', 'Vicki Acosta', 'Lauren Johnson', 'Lauren Johnson']","['Linda Moore', 'Hailey Hill', 'Linda Moore', 'Vicki Acosta', 'Vicki Acosta']","['Vicki Acosta', 'Steven Butler', 'Jacob Mccoy', 'Donald Martinez', 'Christopher Adkins']",Child away no do specific provide home situation.,"['Comedy', 'Mystery', 'Documentary', 'Superhero', 'Romance']",1988-05-27,"['Benin', 'Cayman Islands', 'United States Minor Outlying Islands', 'North Macedonia']","['Kalaallisut', 'Uighur', 'Latvian']","['Daisyshire', 'Cynthiamouth', 'Rebeccamouth']",Anderson Ltd,184312,830000,02:30:00
budget567,0.1,['Donald Martinez'],"['Steven Butler', 'Christopher Adkins', 'Wayne Miller']","['Jacob Mccoy', 'Vicki Acosta', 'Wayne Miller']",Pay he behavior prove character town wife.,"['Science Fiction (Sci-Fi)', 'Biographical']",1980-02-15,"['Turks and Caicos Islands', 'Serbia']","['Pali', 'Northern Sami']","['Quinnbury', 'Jacksonchester', 'South Samuelmouth', 'New William']",Johnson-Hicks,816421,931584,02:06:20
kitchen138,1.2,"['Jacob Mccoy', 'Lauren Johnson', 'Lauren Ryan', 'Donald Martinez']","['Hailey Hill', 'Donald Martinez', 'Linda Moore', 'Christopher Adkins', 'Lauren Ryan']","['Jacob Mccoy', 'Lauren Johnson', 'Hailey Hill', 'Steven Butler']",Answer value what knowledge woman yet career.,"['Family', 'Science Fiction (Sci-Fi)', 'Science Fiction (Sci-Fi)', 'Science Fiction (Sci-Fi)']",1972-05-07,"['Guinea-Bissau', 'Saint Martin', 'Philippines']","['Swahili', 'Macedonian']","['Nicholsside', 'East Lisa']","White, Wiley and Lane",819806,663030,02:19:24
budget488,9.5,"['Donald Martinez', 'Linda Moore', 'Jacob Mccoy', 'Lauren Johnson', 'Wayne Miller']",['Steven Butler'],"['Wayne Miller', 'Wayne Miller', 'Lauren Ryan', 'Lauren Johnson']",Their art training world including difference.,['Science Fiction (Sci-Fi)'],2011-12-29,"['Liberia', 'Israel']","['Macedonian', 'Limburgan', 'Norwegian', 'Tigrinya', 'Sichuan Yi']",['Basstown'],"Jacobs, Fernandez and Wong",831800,537423,03:09:14
force530,3.4,"['Linda Moore', 'Jacob Mccoy', 'Donald Martinez']","['Christopher Adkins', 'Donald Martinez', 'Steven Butler', 'Lauren Ryan']","['Hailey Hill', 'Linda Moore', 'Linda Moore']",Response herself parent.,"['Mystery', 'War', 'Drama', 'Sport']",1971-12-25,"['American Samoa', 'Tonga', 'Bermuda']","['Swahili', 'Shona']","['New Edwinport', 'West Bryan', 'North Dillon', 'South Anne']",Rodriguez-Perry,121589,164344,02:24:44
to89,2.7,"['Lauren Ryan', 'Christopher Adkins', 'Wayne Miller', 'Christopher Adkins', 'Wayne Miller']","['Linda Moore', 'Vicki Acosta', 'Christopher Adkins', 'Hailey Hill']",['Donald Martinez'],Spend draw imagine fine.,"['Mystery', 'Animation', 'Family', 'Adventure', 'Fantasy']",1976-08-24,"['Turks and Caicos Islands', 'Afghanistan', 'Dominican Republic', 'Andorra']","['Western Frisian', 'Arabic', 'Malay']","['Port Jenniferhaven', 'Romanchester', 'South Thomas', 'Lake Nicholemouth', 'East Michael']",Jennings-Rhodes,214662,522006,01:49:10
night185,1.4,"['Lauren Johnson', 'Donald Martinez']","['Christopher Adkins', 'Hailey Hill', 'Lauren Johnson', 'Steven Butler', 'Hailey Hill']","['Hailey Hill', 'Linda Moore', 'Wayne Miller', 'Donald Martinez']",Again check event partner both actually hair generation.,"['Thriller', 'Science Fiction (Sci-Fi)', 'War', 'Romance']",2010-01-11,['Jersey'],['Avestan'],"['Parsonsview', 'Lake Judyville', 'Annamouth', 'Jonathanbury']","Jenkins, Skinner and Francis",503328,280605,00:15:52
at500,6.6,"['Linda Moore', 'Jacob Mccoy', 'Lauren Ryan', 'Donald Martinez', 'Jacob Mccoy']","['Vicki Acosta', 'Jacob Mccoy']","['Lauren Johnson', 'Hailey Hill']",Behavior attack wonder wife take.,"['Superhero', 'Historical']",1977-07-19,"['Nigeria', 'Tanzania', 'Azerbaijan']",['Malay'],['Meganberg'],Gonzalez-Mcdowell,927233,575404,02:01:20
little73,7.3,"['Donald Martinez', 'Vicki Acosta', 'Hailey Hill', 'Jacob Mccoy', 'Christopher Adkins']","['Jacob Mccoy', 'Wayne Miller', 'Vicki Acosta']","['Wayne Miller', 'Linda Moore']",Old director speak high.,"['Historical', 'Animation', 'Musical']",1979-10-22,"['Bahrain', 'Guyana', 'Mayotte', 'Romania']","['Walloon', 'Yoruba', 'Hebrew']","['Lindseybury', 'Jeremiahfurt', 'Annamouth', 'Rosehaven']","Young, Morris and Henry",223694,822898,01:45:51
again80,5.6,['Lauren Johnson'],"['Steven Butler', 'Wayne Miller', 'Lauren Johnson']",['Wayne Miller'],Democrat front would will.,['Western'],2009-10-09,"['Belgium', 'Malawi', 'Argentina', 'Guinea-Bissau', 'Sierra Leone']","['Luba-Katanga', 'Mongolian', 'French', 'Dzongkha']",['Wilsonport'],Reyes-Smith,245479,596411,02:46:08
work867,6.1,"['Christopher Adkins', 'Steven Butler', 'Jacob Mccoy', 'Vicki Acosta', 'Hailey Hill']","['Lauren Johnson', 'Steven Butler']","['Christopher Adkins', 'Lauren Ryan']",War listen remain see.,"['Comedy', 'Musical', 'Biographical', 'Adventure']",2005-07-05,"['Togo', 'Australia']","['Ndonga', 'Vietnamese', 'Hausa', 'Western Frisian']","['Kimberlyburgh', 'Lake Jamesfort', 'Robinville', 'East Rachaelview', 'Martinstad']",Sellers-Brock,277980,891413,03:41:01
white403,6.0,"['Hailey Hill', 'Vicki Acosta', 'Steven Butler']","['Donald Martinez', 'Lauren Ryan', 'Wayne Miller', 'Lauren Ryan', 'Hailey Hill']","['Steven Butler', 'Lauren Johnson', 'Vicki Acosta', 'Lauren Ryan', 'Lauren Johnson']",Book control she theory human.,"['Animation', 'Documentary', 'Mystery', 'Documentary', 'Superhero']",1986-09-16,['Argentina'],"['Zulu', 'Slovak', 'Estonian', 'Divehi']","['North Jonathanfurt', 'East Courtneytown', 'Bobbystad', 'West Shannonborough']","Hubbard, Brown and Smith",291855,432515,02:07:18
character721,1.7,"['Lauren Johnson', 'Steven Butler', 'Lauren Ryan']","['Wayne Miller', 'Hailey Hill']","['Linda Moore', 'Donald Martinez']",Head certain speak entire we.,"['Western', 'War', 'Family']",2000-01-10,"['Mali', 'Myanmar', 'Eritrea', 'Antarctica (the territory South of 60 deg S)', 'Palestinian Territory']","['Catalan', 'Luba-Katanga', 'Kirghiz', 'Afar', 'Zulu']","['Michaelchester', 'Deckerport', 'South Amy']",Pineda-Williams,799316,559423,01:10:59
raise572,1.4,['Donald Martinez'],['Christopher Adkins'],"['Hailey Hill', 'Christopher Adkins']",Every media voice billion young worker per example.,"['Crime', 'Biographical']",2018-06-26,"['Mali', 'New Zealand', 'Congo', 'Isle of Man', 'Jordan']","['Kirghiz', 'Amharic']","['New Anthonyhaven', 'South Victoria', 'Millschester']","Weber, Levine and Hicks",490489,335122,00:09:48
