title,rating,director,writer,stars,storyline,genres,release_date,countries_of_origin,language,filming_locations,production_companies,budget,gross_worldwide,runtime
enough,8.9,"['Alec Mcknight', 'Laurie Fitzpatrick', 'Alec Mcknight']","['Nathan Wells', 'Tina Perez', 'Laurie Fitzpatrick', 'April Mitchell']","['Alec Mcknight', 'Laurie Fitzpatrick', 'Laurie Fitzpatrick', 'Matthew Proctor']",Black seven between cell various carry.,"['Comedy', 'Adventure', 'Action']",1999-07-01,"['Georgia', 'Germany', 'Japan']","['Kongo', 'Serbian', 'Arabic']","['East Shariport', 'Phillipsstad', 'Claytonhaven']","Hamilton, Day and Reid",6396745,2373095,159
line,2.1,"['Teresa Mcfarland', 'Mary Brown']","['Teresa Mcfarland', 'April Mitchell']",['Alec Mcknight'],Trial office hit across better hair account.,"['Biographical', 'Biographical', 'Biographical', 'Adventure', 'Sport']",1974-06-27,"['Mauritius', 'Lesotho', 'Cayman Islands', 'Nigeria', 'Tokelau']","['Sanskrit', 'Pali', 'Aymara', 'Sango', 'Zulu']",['Joshuaport'],Campbell-Smith,9358606,1660225,136
put,4.2,"['Nathan Wells', 'Theresa Greene', 'Alec Mcknight', 'Nathan Wells', 'Laurie Fitzpatrick']","['Matthew Proctor', 'Mary Brown', 'Teresa Mcfarland']",['Cindy Castillo'],Leave dream finally type share.,"['Sport', 'Thriller', 'Historical', 'Horror', 'Crime']",1971-02-26,['Bosnia and Herzegovina'],"['Rundi', 'Russian']","['Rhodesborough', 'Lake Justinshire', 'Snydermouth', 'Harrisonside', 'Amymouth']",Estrada PLC,3556659,7424771,132
style,7.7,['Matthew Proctor'],['Cindy Castillo'],['Alec Mcknight'],When drive sure Democrat yourself manage.,"['Historical', 'Action', 'Animation', 'Comedy']",1970-12-02,"['New Caledonia', 'India', 'Iraq']","['Somali', 'Aragonese', 'Kurdish']","['East Marcfort', 'Lake Annashire', 'New Richard']",Ruiz-Jones,4950669,1602876,151
head,4.9,"['April Mitchell', 'Cindy Castillo']","['Matthew Proctor', 'April Mitchell', 'Matthew Proctor', 'Teresa Mcfarland', 'Tina Perez']",['Tina Perez'],Describe ready never film.,"['Thriller', 'Drama', 'Romance', 'Horror']",1974-10-06,['Aruba'],"['Latin', 'North Ndebele']","['East Michaelfurt', 'Catherinebury', 'Adamshaven', 'Lake Jackmouth', 'Lake Jeannemouth']",Castro PLC,240828,1971115,149
purpose,3.7,"['April Mitchell', 'Teresa Mcfarland', 'Alec Mcknight', 'Teresa Mcfarland']","['Theresa Greene', 'April Mitchell', 'Theresa Greene', 'Mary Brown', 'Laurie Fitzpatrick']",['Theresa Greene'],Position agency artist particularly fill religious.,"['Documentary', 'Musical']",2017-06-20,"['United Arab Emirates', 'Italy']","['Macedonian', 'Bashkir', 'Oromo']","['Anitamouth', 'North Michael']",David PLC,3312189,4250481,128
strong,3.0,"['Cindy Castillo', 'Cindy Castillo', 'Cindy Castillo', 'Laurie Fitzpatrick']","['Matthew Proctor', 'Laurie Fitzpatrick', 'Mary Brown', 'Laurie Fitzpatrick', 'Cindy Castillo']",['Tina Perez'],Less quite reason get first easy.,"['Science Fiction (Sci-Fi)', 'Drama']",1997-07-21,"['Korea', 'Denmark', 'Saint Martin', 'Montserrat']",['Estonian'],"['Lisaland', 'New James']",Jackson and Sons,9788212,1566102,127
improve,5.5,"['Alec Mcknight', 'Tina Perez', 'Tina Perez']","['Tina Perez', 'April Mitchell', 'Tina Perez', 'Teresa Mcfarland']",['Cindy Castillo'],Accept author somebody find plan without.,"['Historical', 'War', 'Superhero', 'Animation']",2015-08-14,['Monaco'],"['Tajik', 'Sinhala', 'Hebrew', 'Ojibwa']",['Lake Denise'],"Watson, Davis and West",3139613,3038013,99
hold,8.0,"['Matthew Proctor', 'Nathan Wells']","['Teresa Mcfarland', 'April Mitchell', 'Nathan Wells']","['Cindy Castillo', 'Matthew Proctor', 'Mary Brown', 'Alec Mcknight', 'Teresa Mcfarland']",Own research outside establish magazine.,['Action'],2010-03-19,"['Togo', 'Indonesia', 'Saudi Arabia', 'Croatia', 'Guinea-Bissau']","['Greek', 'Church Slavic', 'Norwegian Nynorsk', 'Kurdish']","['Lake Kyle', 'East Derek', 'Jessicaport', 'North Rachelview', 'Port Ronnie']",Dalton and Sons,3305793,9625427,103
rise,0.9,['Theresa Greene'],"['Tina Perez', 'April Mitchell', 'Tina Perez', 'Alec Mcknight']","['Laurie Fitzpatrick', 'Laurie Fitzpatrick', 'Alec Mcknight', 'Mary Brown', 'Laurie Fitzpatrick']",Task suffer anything available likely especially south.,"['Horror', 'Musical', 'War', 'War']",1997-11-20,['Turkey'],['Rundi'],"['Dustinberg', 'Beckland', 'West Tiffanyfurt']","Mitchell, Valencia and Watkins",1175161,206066,179
wind,9.0,"['Nathan Wells', 'Matthew Proctor']","['Teresa Mcfarland', 'Theresa Greene', 'Mary Brown', 'Mary Brown']",['April Mitchell'],Test military visit upon recognize stop reduce.,"['Family', 'War', 'Biographical', 'Documentary', 'Action']",1992-02-02,"['Gibraltar', 'Norway', 'Honduras', 'Gambia', 'Bouvet Island (Bouvetoya)']","['Tigrinya', 'Oromo', 'Divehi', 'Sichuan Yi']","['Lake Marissa', 'Melissamouth', 'Cochranmouth']",Mills-Livingston,9478005,2050656,102
fast,5.0,"['Matthew Proctor', 'Matthew Proctor']","['Mary Brown', 'Matthew Proctor', 'Tina Perez', 'Matthew Proctor']","['Laurie Fitzpatrick', 'Theresa Greene']",Option form like control produce price.,"['Romance', 'Crime', 'Musical', 'Comedy']",1977-11-19,"['Rwanda', 'Saint Barthelemy']","['Kuanyama', 'Luxembourgish', 'Tatar']",['Jamesstad'],Walters LLC,2275404,9229496,154
couple,9.4,"['April Mitchell', 'Tina Perez', 'Theresa Greene', 'Nathan Wells']","['Teresa Mcfarland', 'Cindy Castillo', 'Alec Mcknight', 'Cindy Castillo']","['Tina Perez', 'Theresa Greene']",Growth senior statement health though mind recognize.,"['Horror', 'Fantasy', 'Adventure', 'Adventure']",2020-08-24,"['Guernsey', 'Mauritius', 'Belgium', 'Bahamas', 'Niue']","['Tonga', 'Afar', 'Chamorro', 'French', 'Tswana']","['Nancyhaven', 'Nathanchester', 'New Daniel', 'Lake William']",Martinez Inc,6140393,1665926,99
by,8.3,['April Mitchell'],"['Mary Brown', 'Tina Perez']","['Nathan Wells', 'Nathan Wells', 'Alec Mcknight']",Court part fire.,"['Horror', 'Musical', 'Action', 'Drama']",1978-08-15,"['Christmas Island', 'Anguilla', 'Korea']","['Corsican', 'Thai', 'Tagalog']","['East Nicoleville', 'Austinberg', 'Clarkside', 'Ingramhaven', 'Annettemouth']","Erickson, Meyer and Berry",1319649,8100105,95
research,7.3,"['Cindy Castillo', 'Theresa Greene']","['Tina Perez', 'Laurie Fitzpatrick']","['Tina Perez', 'Matthew Proctor']",Despite others catch their soldier anything tree car.,"['Science Fiction (Sci-Fi)', 'Documentary']",1988-08-24,"['Bahrain', 'Colombia']","['Shona', 'Turkmen']",['Deanside'],Cook and Sons,3501130,7983777,137
property,9.7,"['Alec Mcknight', 'Laurie Fitzpatrick', 'Tina Perez']","['Nathan Wells', 'Teresa Mcfarland', 'Nathan Wells']","['Teresa Mcfarland', 'Laurie Fitzpatrick', 'Mary Brown', 'April Mitchell']",Truth each how safe choice standard card.,"['Documentary', 'Drama', 'Western']",2020-08-03,"['Switzerland', 'Bahamas', 'Turkey', 'Suriname']",['Avestan'],"['Dawntown', 'Johnsonfort', 'Thomasmouth', 'Atkinsland', 'Williamburgh']",Mcdowell-Ayala,9601340,9873966,176
that,9.7,['Nathan Wells'],"['Laurie Fitzpatrick', 'Matthew Proctor', 'Teresa Mcfarland', 'Alec Mcknight']","['Laurie Fitzpatrick', 'Matthew Proctor', 'Cindy Castillo', 'Alec Mcknight', 'Alec Mcknight']",Consumer old ground join share offer.,"['Historical', 'Adventure', 'Mystery', 'Science Fiction (Sci-Fi)']",2019-06-20,['Russian Federation'],['Latvian'],"['Port Rebecca', 'South Kimberly']",Harris-Stein,3782265,5426537,148
family,9.1,"['Cindy Castillo', 'Laurie Fitzpatrick', 'Laurie Fitzpatrick']","['Cindy Castillo', 'Matthew Proctor']","['Mary Brown', 'Laurie Fitzpatrick', 'Mary Brown', 'Matthew Proctor']",Rise Mr blood owner to hotel few mouth.,"['Horror', 'Action']",2012-08-17,"['Fiji', 'Saint Helena']","['Luba-Katanga', 'Divehi']","['Parsonshaven', 'Staceyview', 'Morganside', 'Amberport']",Cardenas Ltd,9216250,3498782,65
senior,8.0,"['April Mitchell', 'Tina Perez', 'April Mitchell', 'Nathan Wells']","['Tina Perez', 'Mary Brown']","['Cindy Castillo', 'Theresa Greene', 'Tina Perez', 'Matthew Proctor', 'Alec Mcknight']",Cause senior marriage behavior administration participant fill.,"['Science Fiction (Sci-Fi)', 'Thriller', 'War', 'Science Fiction (Sci-Fi)', 'Adventure']",1972-10-04,['Thailand'],"['Galician', 'Sardinian', 'Armenian', 'Bashkir', 'Oromo']","['South Laura', 'East Christophermouth']",Moody Ltd,6751910,3545424,61
statement,7.7,"['Theresa Greene', 'Tina Perez']",['April Mitchell'],"['Theresa Greene', 'Theresa Greene']",Story list moment agreement.,['Sport'],1996-04-06,"['Bolivia', 'Poland', 'Switzerland', 'Morocco']","['Slovenian', 'French', 'Assamese', 'Uzbek', 'Afrikaans']",['Jessicaview'],"Morgan, Mccarthy and Johnson",752758,4589328,178
school,4.0,"['Laurie Fitzpatrick', 'Tina Perez', 'Laurie Fitzpatrick']",['Teresa Mcfarland'],"['Mary Brown', 'April Mitchell', 'Nathan Wells']",Skin service establish present.,"['Mystery', 'Crime', 'War', 'Adventure', 'Action']",2010-10-19,"['Botswana', 'Cape Verde']","['Rundi', 'Central Khmer']","['Wangchester', 'South Victor', 'Parkerchester', 'Lake Mitchell', 'South Monica']",Adams-Bell,3619466,2652874,132
reason,1.3,"['Cindy Castillo', 'Theresa Greene', 'Teresa Mcfarland', 'April Mitchell']","['Tina Perez', 'Matthew Proctor']",['Mary Brown'],Significant able cut.,"['Biographical', 'Biographical', 'Sport', 'Science Fiction (Sci-Fi)', 'Animation']",2007-01-11,"['Guyana', 'Equatorial Guinea']","['Dzongkha', 'Italian', 'Bosnian', 'Azerbaijani']","['Christopherfort', 'New Patriciamouth', 'North Thomas']","Ramirez, Clarke and Rojas",3319702,1524010,108
hope,2.8,"['Theresa Greene', 'Nathan Wells', 'Mary Brown', 'Mary Brown', 'Tina Perez']",['Mary Brown'],"['Cindy Castillo', 'Matthew Proctor']",We can someone.,['Action'],2005-10-30,['Holy See (Vatican City State)'],"['Manx', 'Luba-Katanga', 'Vietnamese', 'Serbian']","['South Meganshire', 'Ryanshire', 'South Cynthia', 'West Catherine']","Bowers, Pearson and Mcintyre",1694832,5459037,68
throughout,6.7,"['Cindy Castillo', 'Nathan Wells']","['Cindy Castillo', 'Tina Perez', 'Alec Mcknight', 'Mary Brown', 'Theresa Greene']","['Matthew Proctor', 'Cindy Castillo', 'Laurie Fitzpatrick', 'Mary Brown']",Blood into society media foreign just attack answer.,"['Thriller', 'Historical', 'Biographical', 'Science Fiction (Sci-Fi)']",2000-04-09,"['Denmark', 'Israel']","['Kongo', 'Inupiaq']",['West William'],Watkins PLC,2926508,1965772,124
couple,7.5,"['Mary Brown', 'Matthew Proctor', 'Nathan Wells', 'Nathan Wells']","['Laurie Fitzpatrick', 'Mary Brown', 'Nathan Wells', 'Theresa Greene']","['Alec Mcknight', 'Matthew Proctor', 'Tina Perez', 'Laurie Fitzpatrick']",Series agent open performance run.,"['Fantasy', 'Action']",2005-12-30,"['India', 'Bouvet Island (Bouvetoya)', 'Turkey', 'Papua New Guinea']","['Greek', 'Shona', 'Yoruba', 'Occitan']","['Port Charles', 'Port Tiffanystad']",Patrick-Combs,547874,8340912,60
apply,4.3,"['Cindy Castillo', 'Tina Perez', 'Cindy Castillo', 'Laurie Fitzpatrick', 'Matthew Proctor']","['Teresa Mcfarland', 'Mary Brown']","['Nathan Wells', 'Mary Brown', 'Alec Mcknight', 'Alec Mcknight', 'Matthew Proctor']",Size note woman camera wonder.,"['Science Fiction (Sci-Fi)', 'Action']",1972-02-05,"['Iceland', 'Lesotho', 'Morocco', 'Latvia', 'Syrian Arab Republic']",['Zhuang'],['Smithborough'],Smith Inc,9065568,4469056,104
interest,3.3,"['Cindy Castillo', 'Tina Perez', 'Cindy Castillo']","['Theresa Greene', 'Alec Mcknight']",['Matthew Proctor'],Issue top through word.,"['Fantasy', 'Horror', 'Action']",2012-05-21,"['Brunei Darussalam', 'South Georgia and the South Sandwich Islands', 'Kiribati', 'Senegal', 'Macao']","['Sindhi', 'Sichuan Yi']","['Carterburgh', 'Crystalstad']",Spencer LLC,376080,2125689,140
what,7.1,"['Laurie Fitzpatrick', 'Cindy Castillo', 'April Mitchell']","['April Mitchell', 'Cindy Castillo', 'Mary Brown', 'Laurie Fitzpatrick', 'Cindy Castillo']","['Alec Mcknight', 'Theresa Greene', 'Matthew Proctor', 'Tina Perez', 'Laurie Fitzpatrick']",Painting just girl authority onto natural between heart.,"['Action', 'Fantasy']",2017-02-09,"['Guadeloupe', 'Congo', 'Angola', 'Central African Republic']","['Cornish', 'Gaelic']","['West Pamela', 'Olsonview', 'Tannerbury', 'Port Susanhaven']",Olsen Ltd,615948,7823065,105
hundred,1.5,['April Mitchell'],['Alec Mcknight'],"['Nathan Wells', 'Alec Mcknight', 'Alec Mcknight']",Base just before.,['Comedy'],1993-11-22,"['Venezuela', 'Marshall Islands', 'Niue', 'Dominica']","['Bengali', 'Dutch', 'Bulgarian']","['Lake Katherine', 'Whiteheadshire', 'Olsenchester', 'Hornton', 'Jeremyberg']","Garcia, Brown and Figueroa",8893776,6678055,151
tree,8.1,"['Tina Perez', 'Teresa Mcfarland']",['April Mitchell'],['Tina Perez'],Case daughter discussion product scientist exist each daughter.,"['Horror', 'Sport', 'Sport', 'Mystery', 'Superhero']",2003-08-27,"['United Kingdom', 'Tajikistan', 'Mozambique', 'Mayotte', 'Croatia']","['Tsonga', 'Amharic']","['Robinsonfurt', 'Lake Colleenberg']",Lee-Smith,6128590,3238589,127
accept,1.0,['Mary Brown'],"['Laurie Fitzpatrick', 'Theresa Greene', 'Cindy Castillo']","['Mary Brown', 'April Mitchell', 'Tina Perez']",Individual test possible cut.,"['Musical', 'Family', 'Thriller']",1975-11-20,"['Western Sahara', 'Turkey']","['Arabic', 'Church Slavic', 'Danish']","['Shortstad', 'Lake Amberville']",Taylor Ltd,5457491,9295841,168
citizen,2.6,"['Mary Brown', 'April Mitchell', 'Cindy Castillo', 'Theresa Greene']","['Laurie Fitzpatrick', 'Alec Mcknight']",['Tina Perez'],Let idea treat after reduce.,"['Sport', 'Comedy']",1971-02-04,"['French Southern Territories', 'Pakistan', 'Papua New Guinea', 'Cameroon']","['Ganda', 'Basque', 'Romansh']",['West Sandrastad'],"Estrada, Daniels and Ferrell",9167017,8816754,134
how,1.1,"['Mary Brown', 'Matthew Proctor']","['Nathan Wells', 'Cindy Castillo', 'Matthew Proctor', 'Laurie Fitzpatrick']","['Matthew Proctor', 'Cindy Castillo', 'Nathan Wells', 'Theresa Greene', 'Matthew Proctor']",Size push service sign car.,"['Family', 'Sport', 'Mystery', 'Biographical']",2004-08-21,"['Comoros', 'Palau']","['Abkhazian', 'Turkish', 'Manx', 'Pali', 'Haitian']","['Davidstad', 'South Nicholasview', 'Lopezport', 'Matthewborough']",Lee-Mahoney,911238,7245948,122
candidate,7.3,"['Alec Mcknight', 'Nathan Wells', 'Teresa Mcfarland']","['Matthew Proctor', 'Cindy Castillo', 'Nathan Wells', 'Tina Perez']",['Cindy Castillo'],West deep bring PM agent produce truth friend.,"['Historical', 'Romance', 'Science Fiction (Sci-Fi)', 'Comedy']",1995-07-10,"['Aruba', 'Iran', 'Japan', 'United Kingdom']","['Estonian', 'Walloon', 'Occitan']","['Henryfurt', 'Patrickhaven', 'Christophermouth', 'East Pamela', 'Byrdton']",Miller Ltd,8258776,5733922,65
space,0.7,"['Mary Brown', 'Cindy Castillo', 'April Mitchell']","['Nathan Wells', 'Tina Perez']","['Nathan Wells', 'Tina Perez']",Expert forget member public.,['Crime'],2022-01-18,"['Norway', 'Indonesia', 'Korea', 'Isle of Man']","['French', 'North Ndebele', 'Sinhala', 'Gujarati', 'Kashmiri']","['Benjaminhaven', 'Kellerport']",Hill-Reid,1505453,4021706,149
thank,9.3,['Tina Perez'],"['April Mitchell', 'Theresa Greene', 'Teresa Mcfarland', 'Mary Brown', 'Theresa Greene']","['Matthew Proctor', 'Mary Brown']",Pm check themselves source Congress.,"['Crime', 'Superhero', 'Adventure']",2017-12-20,"['Tanzania', 'Falkland Islands (Malvinas)', 'Saint Kitts and Nevis', 'Antigua and Barbuda']","['Hindi', 'Malay']",['South Shirleyshire'],Robinson Inc,7100562,1028110,108
college,5.0,['April Mitchell'],['Nathan Wells'],"['Theresa Greene', 'Teresa Mcfarland']",Able yeah new.,"['Drama', 'Superhero', 'Crime', 'Documentary', 'Musical']",2008-10-05,"['Turks and Caicos Islands', 'Tokelau', 'United States Virgin Islands', 'Norfolk Island']","['Kazakh', 'Pali', 'Sango']","['Port Jeffrey', 'New Jason', 'Lake David', 'New Stevenfurt', 'Lake Breanna']",Ponce-Green,205849,4985615,84
city,5.3,"['Matthew Proctor', 'Matthew Proctor', 'Nathan Wells', 'Cindy Castillo']","['Nathan Wells', 'Alec Mcknight', 'Laurie Fitzpatrick', 'Teresa Mcfarland', 'Alec Mcknight']","['Matthew Proctor', 'Nathan Wells', 'Mary Brown', 'Matthew Proctor']",Guess green mention role music in.,['Musical'],1986-10-01,['Zambia'],['Slovenian'],['East David'],"Crawford, Mckinney and Stewart",540241,8136709,154
such,0.9,"['Matthew Proctor', 'Alec Mcknight', 'April Mitchell']","['Alec Mcknight', 'Nathan Wells', 'Nathan Wells', 'Laurie Fitzpatrick']","['April Mitchell', 'Cindy Castillo', 'April Mitchell', 'Cindy Castillo']",Team score father.,"['Crime', 'War', 'Science Fiction (Sci-Fi)', 'Biographical']",2014-01-22,['Yemen'],"['Inuktitut', 'Lao']","['West Brianhaven', 'Smithville', 'Scottberg', 'Woodardland', 'Ericaton']",Massey PLC,2563458,2493471,120
some,9.9,"['Theresa Greene', 'Alec Mcknight', 'Theresa Greene']",['April Mitchell'],"['Matthew Proctor', 'Teresa Mcfarland', 'Alec Mcknight', 'Mary Brown', 'April Mitchell']",Turn market consumer hope billion bring physical top.,"['Comedy', 'Romance', 'Adventure', 'Historical', 'Horror']",1995-07-18,"['Saudi Arabia', 'New Zealand', 'Montserrat']",['Kongo'],"['Melissamouth', 'Smithmouth', 'East Ericafort', 'Port James']",Atkins and Sons,6543972,4337626,71
understand,3.7,"['Tina Perez', 'Cindy Castillo', 'April Mitchell', 'Tina Perez', 'Mary Brown']","['Nathan Wells', 'Teresa Mcfarland', 'Laurie Fitzpatrick', 'Theresa Greene', 'Teresa Mcfarland']","['April Mitchell', 'Mary Brown']",Training consumer mouth which not.,"['Documentary', 'Biographical', 'Adventure', 'Adventure', 'Horror']",1996-09-23,['Lesotho'],"['Breton', 'Chamorro']","['South Deanmouth', 'Angelaburgh', 'Reginaldfurt', 'New Sarah', 'West Sandrafurt']","Taylor, Krueger and Christian",5851166,6800336,163
